email_text,label
IT Support: reset required. Click to re-authenticate: http://paypaI.com-login-secure.info/auth This is your final notice.,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://185.12.44.9/login,1
Your subscription to Netflix is active until 2026-03-10.,0
Project update: please review the attached report and share feedback. More info: https://www.microsoft.com,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://185.12.44.9/login,1
Invoice #70148 is overdue. Pay immediately to avoid penalty: http://account-locked-reset.com/recover,1
Bank notice: suspicious transaction. Please validate your identity: http://185.12.44.9/login This is your final notice.,1
Invoice #45844 is overdue. Pay immediately to avoid penalty: http://account-locked-reset.com/recover,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://security-verify-login.com/update,1
Your subscription to PayPal is active until 2026-03-08.,0
Payment failed. Update billing information: http://bit.ly/3xYzAbC This is your final notice.,1
We couldn't deliver your package. Update delivery address: http://dhl-track-package.support/confirm Please act now.,1
Action required: tax refund pending. Submit details: http://dhl-track-package.support/confirm,1
URGENT: Your Amazon account will be suspended. Verify now: http://security-verify-login.com/update Please act now.,1
Meeting reminder: IoT at 18:00. Location: Lab 2. More info: https://www.microsoft.com,0
Reminder: appointment confirmed for 2026-03-12 at 11:30.,0
IT Support: reset required. Click to re-authenticate: http://paypaI.com-login-secure.info/auth This is your final notice.,1
Your subscription to Microsoft 365 is active until 2026-03-12.,0
Your subscription to PayPal is active until 2026-03-12. More info: https://www.amazon.com,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://microsoft-support-alert.net/verify Please act now.,1
Action required: tax refund pending. Submit details: http://bit.ly/3xYzAbC Please act now.,1
IT Support: reset required. Click to re-authenticate: http://dhl-track-package.support/confirm This is your final notice.,1
IT Support: reset required. Click to re-authenticate: http://microsoft-support-alert.net/verify,1
Newsletter: New articles about IoT. Read on our website.,0
Invoice #31302 is overdue. Pay immediately to avoid penalty: http://bit.ly/3xYzAbC,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://bit.ly/3xYzAbC,1
Reminder: appointment confirmed for 2026-03-10 at 18:00. More info: https://www.amazon.com,0
Action required: tax refund pending. Submit details: http://microsoft-support-alert.net/verify Please act now.,1
Meeting reminder: IoT at 09:00. Location: Lab 2.,0
Reminder: appointment confirmed for 2026-03-05 at 18:00.,0
We couldn't deliver your package. Update delivery address: http://dhl-track-package.support/confirm This is your final notice.,1
Project update: please review the attached report and share feedback.,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://bit.ly/3xYzAbC,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://dhl-track-package.support/confirm Verify within 1 hour.,1
Project update: please review the attached report and share feedback.,0
Reminder: appointment confirmed for 2026-03-05 at 09:00.,0
Congratulations! You won a prize. Claim within 24 hours: http://bit.ly/3xYzAbC,1
Welcome to Amazon! Here are tips to get started.,0
Reminder: appointment confirmed for 2026-03-12 at 16:15.,0
Project update: please review the attached report and share feedback. More info: https://www.amazon.com,0
We couldn't deliver your package. Update delivery address: http://security-verify-login.com/update,1
Reminder: appointment confirmed for 2026-03-12 at 18:00. More info: https://www.netflix.com,0
Welcome to Netflix! Here are tips to get started. More info: https://www.dhl.com,0
Invoice #84481 is overdue. Pay immediately to avoid penalty: http://dhl-track-package.support/confirm Please act now.,1
Your order #94554 has shipped. Track it in your account dashboard. More info: https://www.amazon.com,0
Your subscription to Apple ID is active until 2026-03-12.,0
Payment failed. Update billing information: http://microsoft-support-alert.net/verify Verify within 1 hour.,1
IT Support: reset required. Click to re-authenticate: http://bit.ly/3xYzAbC,1
IT Support: reset required. Click to re-authenticate: http://185.12.44.9/login Please act now.,1
Project update: please review the attached report and share feedback.,0
Action required: tax refund pending. Submit details: http://account-locked-reset.com/recover Please act now.,1
Reminder: appointment confirmed for 2026-03-12 at 11:30.,0
Newsletter: New articles about data visualization. Read on our website.,0
Reminder: appointment confirmed for 2026-03-08 at 16:15.,0
Congratulations! You won a prize. Claim within 24 hours: http://dhl-track-package.support/confirm This is your final notice.,1
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth,1
IT Support: reset required. Click to re-authenticate: http://bit.ly/3xYzAbC Please act now.,1
Your order #25180 has shipped. Track it in your account dashboard.,0
Action required: tax refund pending. Submit details: http://dhl-track-package.support/confirm,1
IT Support: reset required. Click to re-authenticate: http://185.12.44.9/login This is your final notice.,1
Monthly statement is available in your secure portal.,0
Invoice #43914 is overdue. Pay immediately to avoid penalty: http://185.12.44.9/login Please act now.,1
Monthly statement is available in your secure portal.,0
IT Support: reset required. Click to re-authenticate: http://microsoft-support-alert.net/verify Please act now.,1
IT Support: reset required. Click to re-authenticate: http://account-locked-reset.com/recover This is your final notice.,1
Your subscription to Bank is active until 2026-03-05.,0
Reminder: appointment confirmed for 2026-03-05 at 09:00.,0
Action required: tax refund pending. Submit details: http://account-locked-reset.com/recover Verify within 1 hour.,1
Bank notice: suspicious transaction. Please validate your identity: http://185.12.44.9/login Please act now.,1
IT Support: reset required. Click to re-authenticate: http://microsoft-support-alert.net/verify This is your final notice.,1
Meeting reminder: quality at 09:00. Location: Teams.,0
Meeting reminder: project management at 11:30. Location: Lab 2.,0
We couldn't deliver your package. Update delivery address: http://security-verify-login.com/update,1
Newsletter: New articles about maintenance predictive. Read on our website. More info: https://www.netflix.com,0
Project update: please review the attached report and share feedback.,0
Receipt for your purchase at Orange. Total: $9.99. Thank you. More info: https://www.dhl.com,0
Bank notice: suspicious transaction. Please validate your identity: http://dhl-track-package.support/confirm,1
Payment failed. Update billing information: http://microsoft-support-alert.net/verify,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://account-locked-reset.com/recover,1
Meeting reminder: cybersecurity at 09:00. Location: Lab 2.,0
Invoice #42567 is overdue. Pay immediately to avoid penalty: http://microsoft-support-alert.net/verify Please act now.,1
Project update: please review the attached report and share feedback.,0
Action required: tax refund pending. Submit details: http://bit.ly/3xYzAbC,1
IT Support: reset required. Click to re-authenticate: http://185.12.44.9/login This is your final notice.,1
Meeting reminder: project management at 09:00. Location: Teams.,0
Your order #35907 has shipped. Track it in your account dashboard. More info: https://www.dhl.com,0
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth Please act now.,1
Your order #13371 has shipped. Track it in your account dashboard.,0
Newsletter: New articles about cybersecurity. Read on our website.,0
Project update: please review the attached report and share feedback.,0
Invitation: join our webinar on project management at 14:00.,0
IT Support: reset required. Click to re-authenticate: http://paypaI.com-login-secure.info/auth Verify within 1 hour.,1
Congratulations! You won a prize. Claim within 24 hours: http://account-locked-reset.com/recover This is your final notice.,1
Invitation: join our webinar on maintenance predictive at 18:00.,0
Newsletter: New articles about cybersecurity. Read on our website.,0
Your order #89191 has shipped. Track it in your account dashboard. More info: https://www.paypal.com,0
Newsletter: New articles about AI. Read on our website.,0
Project update: please review the attached report and share feedback.,0
We couldn't deliver your package. Update delivery address: http://185.12.44.9/login,1
Invitation: join our webinar on data visualization at 18:00.,0
Your subscription to Orange is active until 2026-03-05.,0
Your order #52320 has shipped. Track it in your account dashboard.,0
Newsletter: New articles about maintenance predictive. Read on our website.,0
Your subscription to Google is active until 2026-03-10. More info: https://www.amazon.com,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://bit.ly/3xYzAbC,1
Congratulations! You won a prize. Claim within 24 hours: http://bit.ly/3xYzAbC This is your final notice.,1
Project update: please review the attached report and share feedback.,0
Receipt for your purchase at Dropbox. Total: $9.99. Thank you. More info: https://www.paypal.com,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://microsoft-support-alert.net/verify,1
Receipt for your purchase at Netflix. Total: $49.00. Thank you. More info: https://www.amazon.com,0
Project update: please review the attached report and share feedback.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://microsoft-support-alert.net/verify,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://security-verify-login.com/update,1
Your order #38022 has shipped. Track it in your account dashboard.,0
Your order #65930 has shipped. Track it in your account dashboard.,0
Your subscription to Amazon is active until 2026-03-12.,0
Your order #51140 has shipped. Track it in your account dashboard.,0
Your subscription to Orange is active until 2026-03-08.,0
Reminder: appointment confirmed for 2026-03-05 at 09:00.,0
Your order #71630 has shipped. Track it in your account dashboard. More info: https://www.amazon.com,0
Your order #64682 has shipped. Track it in your account dashboard.,0
Action required: tax refund pending. Submit details: http://account-locked-reset.com/recover This is your final notice.,1
Newsletter: New articles about project management. Read on our website.,0
Invitation: join our webinar on AI at 11:30.,0
Invoice #75812 is overdue. Pay immediately to avoid penalty: http://dhl-track-package.support/confirm,1
Newsletter: New articles about maintenance predictive. Read on our website. More info: https://support.google.com,0
Invitation: join our webinar on data visualization at 18:00.,0
Action required: tax refund pending. Submit details: http://dhl-track-package.support/confirm Verify within 1 hour.,1
Invitation: join our webinar on data visualization at 18:00.,0
Congratulations! You won a prize. Claim within 24 hours: http://microsoft-support-alert.net/verify This is your final notice.,1
Reminder: appointment confirmed for 2026-03-10 at 16:15. More info: https://www.netflix.com,0
Your order #47814 has shipped. Track it in your account dashboard. More info: https://www.netflix.com,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://dhl-track-package.support/confirm This is your final notice.,1
Your order #89021 has shipped. Track it in your account dashboard.,0
Payment failed. Update billing information: http://microsoft-support-alert.net/verify,1
Project update: please review the attached report and share feedback.,0
Your subscription to Apple ID is active until 2026-03-05.,0
We couldn't deliver your package. Update delivery address: http://account-locked-reset.com/recover,1
IT Support: reset required. Click to re-authenticate: http://185.12.44.9/login,1
IT Support: reset required. Click to re-authenticate: http://bit.ly/3xYzAbC,1
Your order #16997 has shipped. Track it in your account dashboard.,0
Newsletter: New articles about AI. Read on our website. More info: https://www.amazon.com,0
Monthly statement is available in your secure portal. More info: https://www.netflix.com,0
Meeting reminder: AI at 14:00. Location: Room A. More info: https://www.paypal.com,0
Invoice #90681 is overdue. Pay immediately to avoid penalty: http://security-verify-login.com/update This is your final notice.,1
Invitation: join our webinar on quality at 09:00.,0
We couldn't deliver your package. Update delivery address: http://account-locked-reset.com/recover Verify within 1 hour.,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://dhl-track-package.support/confirm Please act now.,1
Meeting reminder: cybersecurity at 09:00. Location: Office.,0
Congratulations! You won a prize. Claim within 24 hours: http://bit.ly/3xYzAbC,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://paypaI.com-login-secure.info/auth This is your final notice.,1
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth Please act now.,1
Action required: tax refund pending. Submit details: http://account-locked-reset.com/recover,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://paypaI.com-login-secure.info/auth Please act now.,1
Your order #16642 has shipped. Track it in your account dashboard.,0
Invoice #49168 is overdue. Pay immediately to avoid penalty: http://bit.ly/3xYzAbC,1
Receipt for your purchase at Microsoft 365. Total: $120.50. Thank you. More info: https://www.microsoft.com,0
Welcome to Orange! Here are tips to get started.,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://account-locked-reset.com/recover,1
Your order #34282 has shipped. Track it in your account dashboard. More info: https://www.netflix.com,0
Invitation: join our webinar on quality at 16:15.,0
Reminder: appointment confirmed for 2026-03-08 at 18:00.,0
Welcome to Apple ID! Here are tips to get started.,0
IT Support: reset required. Click to re-authenticate: http://account-locked-reset.com/recover This is your final notice.,1
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth,1
Receipt for your purchase at DHL. Total: $49.00. Thank you.,0
Project update: please review the attached report and share feedback.,0
Invitation: join our webinar on data visualization at 14:00. More info: https://www.dhl.com,0
Monthly statement is available in your secure portal.,0
Your order #60944 has shipped. Track it in your account dashboard.,0
We couldn't deliver your package. Update delivery address: http://security-verify-login.com/update Please act now.,1
Reminder: appointment confirmed for 2026-03-05 at 18:00.,0
IT Support: reset required. Click to re-authenticate: http://185.12.44.9/login,1
Bank notice: suspicious transaction. Please validate your identity: http://microsoft-support-alert.net/verify,1
Payment failed. Update billing information: http://account-locked-reset.com/recover Please act now.,1
Your order #40252 has shipped. Track it in your account dashboard.,0
Newsletter: New articles about AI. Read on our website.,0
IT Support: reset required. Click to re-authenticate: http://paypaI.com-login-secure.info/auth,1
IT Support: reset required. Click to re-authenticate: http://185.12.44.9/login,1
Bank notice: suspicious transaction. Please validate your identity: http://security-verify-login.com/update Please act now.,1
Action required: tax refund pending. Submit details: http://bit.ly/3xYzAbC This is your final notice.,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://dhl-track-package.support/confirm,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://account-locked-reset.com/recover Please act now.,1
Monthly statement is available in your secure portal.,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://account-locked-reset.com/recover Please act now.,1
Bank notice: suspicious transaction. Please validate your identity: http://185.12.44.9/login,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://paypaI.com-login-secure.info/auth Please act now.,1
Congratulations! You won a prize. Claim within 24 hours: http://185.12.44.9/login This is your final notice.,1
Project update: please review the attached report and share feedback.,0
Your order #53510 has shipped. Track it in your account dashboard.,0
Welcome to Orange! Here are tips to get started.,0
Monthly statement is available in your secure portal.,0
Your order #84108 has shipped. Track it in your account dashboard.,0
Receipt for your purchase at Apple ID. Total: $120.50. Thank you. More info: https://www.microsoft.com,0
We couldn't deliver your package. Update delivery address: http://security-verify-login.com/update Please act now.,1
Project update: please review the attached report and share feedback. More info: https://www.netflix.com,0
Payment failed. Update billing information: http://dhl-track-package.support/confirm,1
Bank notice: suspicious transaction. Please validate your identity: http://microsoft-support-alert.net/verify This is your final notice.,1
URGENT: Your Orange account will be suspended. Verify now: http://185.12.44.9/login Please act now.,1
Reminder: appointment confirmed for 2026-03-10 at 14:00.,0
IT Support: reset required. Click to re-authenticate: http://dhl-track-package.support/confirm Please act now.,1
Newsletter: New articles about cybersecurity. Read on our website. More info: https://www.paypal.com,0
Bank notice: suspicious transaction. Please validate your identity: http://dhl-track-package.support/confirm Please act now.,1
Bank notice: suspicious transaction. Please validate your identity: http://paypaI.com-login-secure.info/auth This is your final notice.,1
Payment failed. Update billing information: http://bit.ly/3xYzAbC This is your final notice.,1
We couldn't deliver your package. Update delivery address: http://security-verify-login.com/update,1
URGENT: Your Dropbox account will be suspended. Verify now: http://bit.ly/3xYzAbC,1
Welcome to DHL! Here are tips to get started.,0
Welcome to Orange! Here are tips to get started.,0
Reminder: appointment confirmed for 2026-03-10 at 11:30.,0
Monthly statement is available in your secure portal. More info: https://www.netflix.com,0
Receipt for your purchase at DHL. Total: $250.00. Thank you.,0
Congratulations! You won a prize. Claim within 24 hours: http://dhl-track-package.support/confirm Verify within 1 hour.,1
Newsletter: New articles about cybersecurity. Read on our website.,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://185.12.44.9/login This is your final notice.,1
Bank notice: suspicious transaction. Please validate your identity: http://dhl-track-package.support/confirm,1
Congratulations! You won a prize. Claim within 24 hours: http://185.12.44.9/login,1
Receipt for your purchase at DHL. Total: $250.00. Thank you.,0
Bank notice: suspicious transaction. Please validate your identity: http://security-verify-login.com/update Please act now.,1
Welcome to Google! Here are tips to get started. More info: https://www.netflix.com,0
Receipt for your purchase at Orange. Total: $250.00. Thank you.,0
Welcome to Orange! Here are tips to get started.,0
Newsletter: New articles about project management. Read on our website. More info: https://www.amazon.com,0
Welcome to Microsoft 365! Here are tips to get started.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://account-locked-reset.com/recover,1
Project update: please review the attached report and share feedback.,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://account-locked-reset.com/recover Please act now.,1
Your subscription to DHL is active until 2026-03-08. More info: https://www.amazon.com,0
Invitation: join our webinar on IoT at 18:00. More info: https://www.amazon.com,0
Welcome to DHL! Here are tips to get started. More info: https://www.dhl.com,0
Welcome to Dropbox! Here are tips to get started.,0
Newsletter: New articles about data visualization. Read on our website.,0
Monthly statement is available in your secure portal.,0
Reminder: appointment confirmed for 2026-03-08 at 18:00.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://microsoft-support-alert.net/verify This is your final notice.,1
Invitation: join our webinar on cybersecurity at 14:00. More info: https://www.paypal.com,0
Meeting reminder: data visualization at 09:00. Location: Office. More info: https://www.paypal.com,0
Receipt for your purchase at Bank. Total: $9.99. Thank you.,0
Your order #37295 has shipped. Track it in your account dashboard.,0
Reminder: appointment confirmed for 2026-03-08 at 18:00.,0
Monthly statement is available in your secure portal.,0
Congratulations! You won a prize. Claim within 24 hours: http://account-locked-reset.com/recover Please act now.,1
Action required: tax refund pending. Submit details: http://185.12.44.9/login,1
Welcome to Apple ID! Here are tips to get started. More info: https://www.amazon.com,0
Action required: tax refund pending. Submit details: http://microsoft-support-alert.net/verify This is your final notice.,1
Your subscription to Google is active until 2026-03-05.,0
Your order #75816 has shipped. Track it in your account dashboard.,0
Payment failed. Update billing information: http://dhl-track-package.support/confirm This is your final notice.,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://dhl-track-package.support/confirm,1
Welcome to Dropbox! Here are tips to get started.,0
Invitation: join our webinar on project management at 18:00.,0
Reminder: appointment confirmed for 2026-03-10 at 11:30.,0
Welcome to Bank! Here are tips to get started. More info: https://www.dhl.com,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://dhl-track-package.support/confirm,1
Your subscription to Orange is active until 2026-03-10.,0
Bank notice: suspicious transaction. Please validate your identity: http://account-locked-reset.com/recover Verify within 1 hour.,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://security-verify-login.com/update This is your final notice.,1
Your order #25073 has shipped. Track it in your account dashboard.,0
Monthly statement is available in your secure portal.,0
Newsletter: New articles about data visualization. Read on our website. More info: https://www.amazon.com,0
Your order #12467 has shipped. Track it in your account dashboard.,0
Your subscription to Apple ID is active until 2026-03-08.,0
Newsletter: New articles about project management. Read on our website. More info: https://www.microsoft.com,0
Invitation: join our webinar on AI at 14:00.,0
Project update: please review the attached report and share feedback.,0
Bank notice: suspicious transaction. Please validate your identity: http://dhl-track-package.support/confirm,1
Reminder: appointment confirmed for 2026-03-10 at 18:00. More info: https://www.paypal.com,0
Your subscription to Microsoft 365 is active until 2026-03-12. More info: https://support.google.com,0
Action required: tax refund pending. Submit details: http://paypaI.com-login-secure.info/auth Please act now.,1
Newsletter: New articles about AI. Read on our website. More info: https://www.amazon.com,0
Your subscription to Microsoft 365 is active until 2026-03-10.,0
Welcome to Microsoft 365! Here are tips to get started. More info: https://www.paypal.com,0
Congratulations! You won a prize. Claim within 24 hours: http://185.12.44.9/login,1
Newsletter: New articles about AI. Read on our website.,0
Receipt for your purchase at DHL. Total: $19.99. Thank you.,0
Invitation: join our webinar on cybersecurity at 16:15. More info: https://www.paypal.com,0
Welcome to Google! Here are tips to get started.,0
Meeting reminder: data visualization at 11:30. Location: Lab 2.,0
Project update: please review the attached report and share feedback.,0
URGENT: Your Google account will be suspended. Verify now: http://microsoft-support-alert.net/verify Verify within 1 hour.,1
Your subscription to Amazon is active until 2026-03-05.,0
Meeting reminder: quality at 09:00. Location: Lab 2.,0
Bank notice: suspicious transaction. Please validate your identity: http://paypaI.com-login-secure.info/auth,1
We couldn't deliver your package. Update delivery address: http://paypaI.com-login-secure.info/auth Please act now.,1
Invitation: join our webinar on quality at 11:30.,0
Bank notice: suspicious transaction. Please validate your identity: http://paypaI.com-login-secure.info/auth,1
Your order #19452 has shipped. Track it in your account dashboard. More info: https://www.microsoft.com,0
Action required: tax refund pending. Submit details: http://bit.ly/3xYzAbC,1
Meeting reminder: cybersecurity at 11:30. Location: Zoom.,0
IT Support: reset required. Click to re-authenticate: http://dhl-track-package.support/confirm This is your final notice.,1
Your subscription to PayPal is active until 2026-03-10. More info: https://www.microsoft.com,0
We couldn't deliver your package. Update delivery address: http://dhl-track-package.support/confirm,1
We couldn't deliver your package. Update delivery address: http://dhl-track-package.support/confirm Verify within 1 hour.,1
We couldn't deliver your package. Update delivery address: http://microsoft-support-alert.net/verify,1
Invoice #97524 is overdue. Pay immediately to avoid penalty: http://185.12.44.9/login,1
Your order #80762 has shipped. Track it in your account dashboard.,0
Reminder: appointment confirmed for 2026-03-10 at 11:30.,0
Invoice #70949 is overdue. Pay immediately to avoid penalty: http://security-verify-login.com/update,1
Bank notice: suspicious transaction. Please validate your identity: http://paypaI.com-login-secure.info/auth This is your final notice.,1
Bank notice: suspicious transaction. Please validate your identity: http://security-verify-login.com/update Please act now.,1
Project update: please review the attached report and share feedback.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://account-locked-reset.com/recover Please act now.,1
IT Support: reset required. Click to re-authenticate: http://paypaI.com-login-secure.info/auth,1
Invitation: join our webinar on AI at 18:00.,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://paypaI.com-login-secure.info/auth,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://bit.ly/3xYzAbC,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://account-locked-reset.com/recover Please act now.,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://security-verify-login.com/update,1
Meeting reminder: IoT at 16:15. Location: Zoom. More info: https://www.amazon.com,0
Monthly statement is available in your secure portal.,0
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth Please act now.,1
Newsletter: New articles about IoT. Read on our website.,0
Reminder: appointment confirmed for 2026-03-08 at 14:00. More info: https://www.dhl.com,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://paypaI.com-login-secure.info/auth,1
URGENT: Your Microsoft 365 account will be suspended. Verify now: http://185.12.44.9/login,1
Receipt for your purchase at Google. Total: $49.00. Thank you. More info: https://www.netflix.com,0
URGENT: Your PayPal account will be suspended. Verify now: http://account-locked-reset.com/recover Please act now.,1
Reminder: appointment confirmed for 2026-03-12 at 09:00. More info: https://www.paypal.com,0
Bank notice: suspicious transaction. Please validate your identity: http://185.12.44.9/login,1
Your subscription to Microsoft 365 is active until 2026-03-12. More info: https://www.microsoft.com,0
Action required: tax refund pending. Submit details: http://account-locked-reset.com/recover Verify within 1 hour.,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://bit.ly/3xYzAbC This is your final notice.,1
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth,1
IT Support: reset required. Click to re-authenticate: http://security-verify-login.com/update Verify within 1 hour.,1
Payment failed. Update billing information: http://security-verify-login.com/update,1
We couldn't deliver your package. Update delivery address: http://dhl-track-package.support/confirm This is your final notice.,1
Receipt for your purchase at Bank. Total: $49.00. Thank you. More info: https://www.microsoft.com,0
Monthly statement is available in your secure portal.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://185.12.44.9/login,1
Invoice #10059 is overdue. Pay immediately to avoid penalty: http://account-locked-reset.com/recover,1
Monthly statement is available in your secure portal.,0
Newsletter: New articles about cybersecurity. Read on our website.,0
Action required: tax refund pending. Submit details: http://bit.ly/3xYzAbC,1
Invitation: join our webinar on data visualization at 18:00.,0
Your subscription to Amazon is active until 2026-03-05. More info: https://www.microsoft.com,0
Invitation: join our webinar on AI at 18:00. More info: https://support.google.com,0
Action required: tax refund pending. Submit details: http://185.12.44.9/login Please act now.,1
Receipt for your purchase at Microsoft 365. Total: $49.00. Thank you.,0
Action required: tax refund pending. Submit details: http://185.12.44.9/login,1
Newsletter: New articles about cybersecurity. Read on our website.,0
IT Support: reset required. Click to re-authenticate: http://185.12.44.9/login Please act now.,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://dhl-track-package.support/confirm,1
Action required: tax refund pending. Submit details: http://security-verify-login.com/update,1
Receipt for your purchase at Dropbox. Total: $120.50. Thank you.,0
Newsletter: New articles about quality. Read on our website.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://security-verify-login.com/update This is your final notice.,1
Your order #57516 has shipped. Track it in your account dashboard. More info: https://www.netflix.com,0
URGENT: Your PayPal account will be suspended. Verify now: http://paypaI.com-login-secure.info/auth Please act now.,1
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth Please act now.,1
Invoice #48630 is overdue. Pay immediately to avoid penalty: http://security-verify-login.com/update,1
Your order #20064 has shipped. Track it in your account dashboard.,0
Receipt for your purchase at DHL. Total: $250.00. Thank you.,0
We couldn't deliver your package. Update delivery address: http://185.12.44.9/login,1
IT Support: reset required. Click to re-authenticate: http://paypaI.com-login-secure.info/auth,1
Monthly statement is available in your secure portal. More info: https://www.netflix.com,0
URGENT: Your Amazon account will be suspended. Verify now: http://microsoft-support-alert.net/verify,1
Your subscription to Dropbox is active until 2026-03-05.,0
Payment failed. Update billing information: http://paypaI.com-login-secure.info/auth,1
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://dhl-track-package.support/confirm Please act now.,1
Action required: tax refund pending. Submit details: http://dhl-track-package.support/confirm,1
Receipt for your purchase at Google. Total: $19.99. Thank you.,0
Monthly statement is available in your secure portal.,0
IT Support: reset required. Click to re-authenticate: http://bit.ly/3xYzAbC,1
Invoice #47856 is overdue. Pay immediately to avoid penalty: http://paypaI.com-login-secure.info/auth,1
Welcome to PayPal! Here are tips to get started.,0
Bank notice: suspicious transaction. Please validate your identity: http://security-verify-login.com/update This is your final notice.,1
Your order #97258 has shipped. Track it in your account dashboard.,0
Reminder: appointment confirmed for 2026-03-08 at 18:00.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://paypaI.com-login-secure.info/auth,1
We couldn't deliver your package. Update delivery address: http://account-locked-reset.com/recover This is your final notice.,1
Your order #37394 has shipped. Track it in your account dashboard.,0
Your subscription to Apple ID is active until 2026-03-05.,0
Newsletter: New articles about AI. Read on our website.,0
Welcome to Netflix! Here are tips to get started. More info: https://www.dhl.com,0
Meeting reminder: maintenance predictive at 09:00. Location: Zoom.,0
IT Support: reset required. Click to re-authenticate: http://paypaI.com-login-secure.info/auth This is your final notice.,1
Reminder: appointment confirmed for 2026-03-12 at 11:30.,0
Your order #60528 has shipped. Track it in your account dashboard.,0
Your subscription to Google is active until 2026-03-10. More info: https://www.paypal.com,0
Invitation: join our webinar on maintenance predictive at 18:00.,0
Monthly statement is available in your secure portal.,0
Reminder: appointment confirmed for 2026-03-10 at 18:00. More info: https://www.microsoft.com,0
Payment failed. Update billing information: http://paypaI.com-login-secure.info/auth,1
Project update: please review the attached report and share feedback.,0
Your mailbox storage is full. Upgrade to keep receiving emails: http://paypaI.com-login-secure.info/auth Please act now.,1
Meeting reminder: quality at 16:15. Location: Zoom.,0
We couldn't deliver your package. Update delivery address: http://microsoft-support-alert.net/verify This is your final notice.,1
Project update: please review the attached report and share feedback.,0
IT Support: reset required. Click to re-authenticate: http://security-verify-login.com/update,1
Your mailbox storage is full. Upgrade to keep receiving emails: http://paypaI.com-login-secure.info/auth,1
Congratulations! You won a prize. Claim within 24 hours: http://paypaI.com-login-secure.info/auth Please act now.,1
Welcome to DHL! Here are tips to get started.,0
Welcome to Microsoft 365! Here are tips to get started.,0
Monthly statement is available in your secure portal.,0
Reminder: appointment confirmed for 2026-03-12 at 18:00.,0
Action required: tax refund pending. Submit details: http://microsoft-support-alert.net/verify,1
Congratulations! You won a prize. Claim within 24 hours: http://bit.ly/3xYzAbC Verify within 1 hour.,1
Project update: please review the attached report and share feedback.,0
Monthly statement is available in your secure portal.,0
Payment failed. Update billing information: http://paypaI.com-login-secure.info/auth Verify within 1 hour.,1
Meeting reminder: maintenance predictive at 14:00. Location: Office.,0
Security alert! Unusual sign-in attempt detected. Confirm your password here: http://account-locked-reset.com/recover This is your final notice.,1
Newsletter: New articles about maintenance predictive. Read on our website.,0
Bank notice: suspicious transaction. Please validate your identity: http://microsoft-support-alert.net/verify,1
We couldn't deliver your package. Update delivery address: http://185.12.44.9/login Verify within 1 hour.,1
Project update: please review the attached report and share feedback.,0
